OrderDate,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,year,day_of_month,week_of_year,month_sin,month_cos,day_of_week_sin,day_of_week_cos,Sales Channel_In-Store,Sales Channel_Online,Sales Channel_Wholesale,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,ewm_mean_7,ewm_std_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,ewm_mean_14,ewm_std_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,ewm_mean_30,ewm_std_30,diff_1
2018-06-04,6,11,3.0,0.05,2012.01,3095.4,2018,4,23,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,7.0,4.0,6.0,5.0,3.055050463303892,1.0,8.0,4.627035302747874,3.12114407877605,4.642857142857143,2.6488645711858343,1.0,8.0,4.5716626402843925,2.739046141552691,4.3,2.1837961253838185,1.0,8.0,4.519583840266528,2.368725390692128,2.0
2018-06-04,212,8,4.0,0.4,2164.9,3865.9,2018,4,23,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,8.0,7.0,4.0,5.285714285714286,2.6903708365381958,1.0,8.0,4.220276477060906,2.808066927305523,4.5,2.681847813040048,1.0,8.0,4.362107621579807,2.6094907650194332,4.2,2.1719211264017724,1.0,8.0,4.421546173152559,2.3218700178957694,1.0
2018-06-04,37,11,8.0,0.1,1382.88,2304.8,2018,4,23,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,8.0,7.0,4.714285714285714,2.429971585175822,1.0,8.0,4.165207357795679,2.434038625158219,4.285714285714286,2.5848246906354553,1.0,8.0,4.313826605369166,2.432658474905688,4.133333333333334,2.1452969143162233,1.0,8.0,4.394349645852394,2.247744528402186,4.0
2018-06-04,38,35,3.0,0.05,1470.11,3195.9,2018,4,23,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,3.0,1.0,8.0,5.0,2.7080128015453186,1.0,8.0,5.123905518346759,2.7677184813893754,4.357142857142857,2.677747125911942,1.0,8.0,4.805316391319944,2.6114591835839325,4.3,2.246069363623237,1.0,8.0,4.626972249345789,2.3533883248069363,-5.0
2018-06-04,294,33,7.0,0.05,5161.68,6452.1,2018,4,23,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,4.0,3.0,1.0,4.857142857142857,2.794552524023086,1.0,8.0,4.592929138760069,2.59460496011118,4.357142857142857,2.677747125911942,1.0,8.0,4.564607539143952,2.5131664244787943,4.3,2.246069363623237,1.0,8.0,4.522006297775093,2.3119560523904004,4.0
2018-06-05,105,16,3.0,0.3,921.52,2003.3,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,7.0,3.0,8.0,4.0,3.0,4.857142857142857,2.794552524023086,1.0,8.0,5.1946968540700516,2.5132482001253376,4.785714285714286,2.577374078952673,1.0,8.0,4.889326533924759,2.4923817613689256,4.4,2.298425248009962,1.0,8.0,4.681876859208957,2.32013911223276,-4.0
2018-06-05,17,8,8.0,0.05,1455.24,3638.1,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,3.0,7.0,3.0,8.0,4.0,4.142857142857143,2.478478796128209,1.0,8.0,4.646022640552538,2.406442241276317,4.642857142857143,2.619663597227201,1.0,8.0,4.637416329401458,2.4141073729866744,4.366666666666666,2.3116397126108423,1.0,8.0,4.573368674743863,2.2828628587456463,5.0
2018-06-05,109,44,3.0,0.075,1822.4,2278.0,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,0.0,0.0,8.0,3.0,7.0,3.0,8.0,5.142857142857143,2.4102953780654777,3.0,8.0,5.484516980414404,2.608443568180087,5.071428571428571,2.644712743287159,1.0,8.0,5.085760818814597,2.5412493788979744,4.5,2.4033023257521133,1.0,8.0,4.7944416634700655,2.3682045613744807,-5.0
2018-06-05,141,22,6.0,0.3,582.5,924.6,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,0.0,3.0,8.0,3.0,7.0,3.0,5.142857142857143,2.4102953780654777,3.0,8.0,4.863387735310803,2.5403324139203907,5.214285714285714,2.4550911444328345,1.0,8.0,4.807659376305985,2.4775533705167536,4.466666666666667,2.4173700918393815,1.0,8.0,4.678671233568771,2.333860944339111,3.0
2018-06-05,111,16,5.0,0.05,3062.44,3926.2,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,0.0,6.0,3.0,8.0,3.0,7.0,5.428571428571429,2.3704530408864066,3.0,8.0,5.147540801483102,2.263308851540867,5.071428571428571,2.3358176204584025,1.0,8.0,4.966638126131853,2.34451563948518,4.433333333333334,2.387948670004176,1.0,8.0,4.763918250757882,2.2811865248081635,-1.0
2018-06-05,349,25,4.0,0.075,2257.16,3825.7,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,5.0,6.0,3.0,8.0,3.0,5.0,2.081665999466131,3.0,8.0,5.1106556011123265,1.96129728269824,5.0,2.320477404461285,1.0,8.0,4.971086375980939,2.182656883568599,4.533333333333333,2.3449628088122516,1.0,8.0,4.779149331354148,2.2070091389251516,-1.0
2018-06-05,360,4,3.0,0.05,1377.32,2257.9,2018,5,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,0.0,1.0,4.0,5.0,6.0,3.0,8.0,5.142857142857143,1.9518001458970646,3.0,8.0,4.832991700834245,1.7761913237743394,5.0,2.320477404461285,1.0,8.0,4.841608192516814,2.0606174168444067,4.566666666666666,2.329471352390751,1.0,8.0,4.728881632557107,2.143366428785276,-1.0
2018-06-06,148,33,8.0,0.075,756.3,1112.2,2018,6,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,3.0,4.0,5.0,6.0,3.0,4.571428571428571,1.9023794624226817,3.0,8.0,4.374743775625683,1.7609970974823392,4.714285714285714,2.3014567770660594,1.0,8.0,4.596060433514572,2.025351166015472,4.633333333333334,2.2511810437976827,1.0,8.0,4.617340882069551,2.1175300445484977,5.0
2018-06-06,103,45,8.0,0.05,1814.43,3557.7,2018,6,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.0,8.0,3.0,4.0,5.0,6.0,5.285714285714286,2.1380899352993934,3.0,8.0,5.281057831719263,2.2805155495985376,4.714285714285714,2.3014567770660594,1.0,8.0,5.049919042379296,2.2354017974285036,4.666666666666667,2.2944210197982313,1.0,8.0,4.835576954194096,2.2156551549541117,0.0
2018-06-06,59,45,3.0,0.4,1233.34,2371.8,2018,6,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.0,8.0,8.0,3.0,4.0,5.0,5.285714285714286,2.1380899352993934,3.0,8.0,5.960793373789447,2.34897952396516,5.214285714285714,2.1901377346421147,3.0,8.0,5.443263170062056,2.326755011617029,4.833333333333333,2.350103935094601,1.0,8.0,5.03973327972996,2.284204404257689,-5.0
2018-06-06,60,1,1.0,0.4,686.08,857.6,2018,6,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.0,3.0,8.0,8.0,3.0,4.0,5.285714285714286,2.1380899352993934,3.0,8.0,5.220595030342086,2.460875080078924,5.214285714285714,2.1901377346421147,3.0,8.0,5.1174947473871155,2.3312712746303057,4.8,2.3693444459276662,1.0,8.0,4.908137584263511,2.267270260778495,-2.0
2018-06-07,238,20,5.0,0.3,2880.6,3892.7,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,0.0,0.0,1.0,3.0,8.0,8.0,3.0,4.571428571428571,2.636736799982309,1.0,8.0,4.165446272756564,2.904929564040242,5.0,2.449489742783178,1.0,8.0,4.568495447735501,2.6115099028796966,4.733333333333333,2.4485510611074823,1.0,8.0,4.6559996756013495,2.400539119982581,4.0
2018-06-07,151,21,6.0,0.075,1390.92,3477.3,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,0.0,0.0,5.0,1.0,3.0,8.0,8.0,4.571428571428571,2.636736799982309,1.0,8.0,4.374084704567423,2.5458430455010372,4.785714285714286,2.2930856412794,1.0,8.0,4.626029388037434,2.4359441222365636,4.733333333333333,2.4485510611074823,1.0,8.0,4.6781932449173915,2.323339242986645,1.0
2018-06-07,152,44,5.0,0.1,2803.95,3738.6,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0,1.0,0.0,6.0,5.0,1.0,3.0,8.0,4.857142857142857,2.6726124191242424,1.0,8.0,4.780563528425567,2.3322253812833664,5.0,2.253202848596432,1.0,8.0,4.809225469632443,2.318959431170489,4.7,2.4233063762354625,1.0,8.0,4.763471100084011,2.2712404981840852,-1.0
2018-06-07,262,8,5.0,0.3,589.6,1072.0,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0,1.0,0.0,5.0,6.0,5.0,1.0,3.0,5.142857142857143,2.544836041121406,1.0,8.0,4.835422646319175,2.022372307880768,4.857142857142857,2.1788191176076883,1.0,8.0,4.834662073681451,2.1598824589378656,4.633333333333334,2.38505885611371,1.0,8.0,4.778731029110849,2.1975024896572712,0.0
2018-06-07,120,46,7.0,0.05,1761.16,2257.9,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,0.0,0.0,5.0,5.0,6.0,5.0,1.0,4.714285714285714,2.2146697055682814,1.0,8.0,4.876566984739382,1.7531164570006077,5.0,2.112235418114766,1.0,8.0,4.856707130523924,2.011586886932521,4.7,2.365703219792781,1.0,8.0,4.793006446587569,2.1261138578589684,2.0
2018-06-07,233,46,3.0,0.1,751.61,1058.6,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0,1.0,0.0,7.0,5.0,5.0,6.0,5.0,4.571428571428571,1.9880595947760082,1.0,7.0,5.407425238554536,1.8142215089695182,4.928571428571429,2.0177781274036475,1.0,8.0,5.142479513120735,2.019557345159364,4.9,2.2946714887711734,1.0,8.0,4.935393127452887,2.1290294499816373,-4.0
2018-06-07,77,39,4.0,0.1,1296.05,2492.4,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0,1.0,0.0,3.0,7.0,5.0,5.0,6.0,4.571428571428571,1.9880595947760082,1.0,7.0,4.805568928915902,1.9329661983043445,4.928571428571429,2.0177781274036475,1.0,8.0,4.8568155780379705,2.026332681058933,4.833333333333333,2.3205726601992813,1.0,8.0,4.810529054713991,2.1152121824388677,1.0
2018-06-07,69,11,5.0,0.05,2465.6,3852.5,2018,7,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,0.0,0.0,4.0,3.0,7.0,5.0,5.0,5.0,1.2909944487358032,3.0,7.0,4.604176696686926,1.7158743112617416,4.785714285714286,2.0068563793835685,1.0,8.0,4.742573500966241,1.9104745499226203,4.9,2.2644174100409478,1.0,8.0,4.758236857635669,2.0558188420406767,1.0
2018-06-08,215,37,8.0,0.05,132.66,241.2,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,5.0,4.0,3.0,7.0,5.0,5.0,1.2909944487358032,3.0,7.0,4.703132522515194,1.4974783414676516,4.785714285714286,2.0068563793835685,1.0,8.0,4.776897034170743,1.7808718837865354,5.033333333333333,2.141274730450152,1.0,8.0,4.773834479723691,1.989292784216557,3.0
2018-06-08,30,35,2.0,0.15,494.39,1051.9,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,0.0,0.0,8.0,5.0,4.0,3.0,7.0,5.285714285714286,1.7043362064926917,3.0,8.0,5.527349391886395,2.014819620839482,5.071428571428571,2.1649048909393653,1.0,8.0,5.20664409628131,2.010327122919106,5.033333333333333,2.141274730450152,1.0,8.0,4.981974190709259,2.086102850238455,-6.0
2018-06-08,169,10,5.0,0.3,107.07,227.8,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,2.0,8.0,5.0,4.0,3.0,4.857142857142857,2.115700942049814,2.0,8.0,4.645512043914796,2.40132327214837,5.0,2.2532028485964317,1.0,8.0,4.7790915501104685,2.186816875637281,4.9,2.202662965124496,1.0,8.0,4.789588759050598,2.150869951550761,3.0
2018-06-08,333,14,5.0,0.05,506.99,1078.7,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,5.0,2.0,8.0,5.0,4.0,4.857142857142857,2.115700942049814,2.0,8.0,4.7341340329360975,2.0862055489103506,4.785714285714286,2.0821058655036806,1.0,8.0,4.80854601009574,2.0373067010379446,4.933333333333334,2.196130348077529,1.0,8.0,4.8031636778215265,2.080979725731367,0.0
2018-06-08,96,10,8.0,0.15,743.7,1005.0,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,1.0,5.0,5.0,2.0,8.0,5.0,4.571428571428571,1.9023794624226817,2.0,8.0,4.800600524702073,1.810981080816451,4.571428571428571,1.8693596482500336,1.0,8.0,4.834073208749642,1.897831458344154,4.866666666666666,2.1613107985239175,1.0,8.0,4.815862795381428,2.013320470101615,3.0
2018-06-08,289,45,5.0,0.05,1317.42,2485.7,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,8.0,5.0,5.0,2.0,8.0,5.285714285714286,2.138089935299394,2.0,8.0,5.600450393526555,2.1676943282232464,4.928571428571429,2.0177781274036475,1.0,8.0,5.256196780916356,2.0901787443374533,4.866666666666666,2.1613107985239175,1.0,8.0,5.021291002131013,2.1035598694797115,-3.0
2018-06-08,140,22,3.0,0.05,2154.52,2659.9,2018,8,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,0.0,0.0,5.0,8.0,5.0,5.0,2.0,5.428571428571429,2.0701966780270613,2.0,8.0,5.450337795144916,1.898168142745402,5.214285714285714,1.672334684416758,2.0,8.0,5.2220372101275085,1.9479482431635433,5.0,2.034190510862432,1.0,8.0,5.019917389090303,2.034568997964398,-2.0
2018-06-09,107,1,1.0,0.075,1579.32,2224.4,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,3.0,5.0,8.0,5.0,5.0,5.142857142857143,2.267786838055362,2.0,8.0,4.837753346358687,2.003918835115758,5.071428571428571,1.7743595036946846,2.0,8.0,4.9257655821105075,1.9756029087036877,5.0,2.034190510862432,1.0,8.0,4.889600138181251,2.031533795052521,-2.0
2018-06-09,338,35,7.0,0.2,1260.87,2472.3,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,1.0,3.0,5.0,8.0,5.0,4.142857142857143,2.340126166724877,1.0,8.0,3.878315009769015,2.4967167939739614,4.714285714285714,2.054210364052381,1.0,8.0,4.402330171162441,2.302281117871423,4.9,2.155186206852415,1.0,8.0,4.638658193782461,2.192136258986005,6.0
2018-06-09,232,15,5.0,0.05,799.24,1011.7,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,7.0,1.0,3.0,5.0,8.0,4.857142857142857,2.3401261667248776,1.0,8.0,4.658736257326762,2.609003007802458,4.857142857142857,2.1432234119210696,1.0,8.0,4.7486861483407825,2.330987445936048,4.866666666666666,2.112905065565407,1.0,8.0,4.791002826441656,2.2008070453037476,-2.0
2018-06-09,231,28,6.0,0.2,128.98,234.5,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0,0.0,1.0,5.0,7.0,1.0,3.0,5.0,4.857142857142857,2.3401261667248776,1.0,8.0,4.744052192995071,2.2650934532857714,4.857142857142857,2.1432234119210696,1.0,8.0,4.782194661895345,2.171841435166415,4.933333333333334,2.083321839048752,1.0,8.0,4.804486515058324,2.129264218044314,1.0
2018-06-09,158,11,4.0,0.075,143.72,261.3,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,6.0,5.0,7.0,1.0,3.0,5.0,2.3804761428476153,1.0,8.0,5.058039144746304,2.047692258283371,4.785714285714286,2.082105865503681,1.0,8.0,4.944568706975966,2.067010684588132,4.9,2.056947856110753,1.0,8.0,4.8816164173126255,2.080981144775879,-2.0
2018-06-09,36,29,7.0,0.1,2844.69,4006.6,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,4.0,6.0,5.0,7.0,1.0,4.428571428571429,1.988059594776008,1.0,7.0,4.793529358559728,1.8411033873563099,4.857142857142857,2.032699715124723,1.0,8.0,4.818626212712504,1.952919011030722,4.933333333333334,2.0330600909302547,1.0,8.0,4.824737938776327,2.0247488541785454,3.0
2018-06-09,206,28,7.0,0.05,866.65,1333.3,2018,9,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,7.0,4.0,6.0,5.0,7.0,4.714285714285714,2.2146697055682814,1.0,7.0,5.345147018919796,1.899271811372733,5.071428571428571,2.092634913003431,1.0,8.0,5.109476051017504,1.9742160572854992,4.9,1.9887615276329904,1.0,8.0,4.965077426597209,2.0323725018164285,0.0
2018-06-10,255,15,5.0,0.05,90.45,167.5,2018,10,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,7.0,7.0,4.0,6.0,5.0,5.285714285714286,2.2146697055682814,1.0,7.0,5.758860264189847,1.8178229651695643,5.214285714285714,2.1547290184283368,1.0,8.0,5.361545910881837,1.9551554929856836,5.033333333333333,1.9910720268468334,1.0,8.0,5.096362753913518,2.030414347746224,-2.0
2018-06-10,336,27,7.0,0.075,1821.66,3195.9,2018,10,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,5.0,7.0,7.0,4.0,6.0,5.857142857142857,1.214985792587909,4.0,7.0,5.569145198142385,1.6137941540116802,5.0,1.9999999999999998,1.0,8.0,5.313339789430926,1.8246137707589996,5.0,1.9826836567538009,1.0,8.0,5.09014580204813,1.9639699468371303,2.0
2018-06-10,307,15,1.0,0.05,809.96,1051.9,2018,10,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,7.0,5.0,7.0,7.0,4.0,5.857142857142857,1.214985792587909,4.0,7.0,5.926858898606788,1.5495500956379198,5.357142857142857,1.8649455697209982,1.0,8.0,5.538227817506803,1.799817324142068,5.066666666666666,2.0160277319749245,1.0,8.0,5.213362201915992,1.9585854268011318,-6.0
2018-06-10,9,28,4.0,0.1,3540.62,5447.1,2018,10,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,1.0,7.0,5.0,7.0,7.0,5.285714285714286,2.2146697055682814,1.0,7.0,4.695144173955091,2.6665995564392366,5.071428571428571,2.200149845046773,1.0,8.0,4.933130775172563,2.3174181959272295,4.966666666666667,2.1412747304501516,1.0,8.0,4.941532382437542,2.1672448810777505,3.0
2018-06-10,200,18,2.0,0.075,1973.15,3182.5,2018,10,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,4.0,1.0,7.0,5.0,7.0,5.0,2.236067977499788,1.0,7.0,4.521358130466318,2.332117161934974,5.0,2.218800784900916,1.0,8.0,4.808713338482888,2.182367530608531,5.0,2.1172526114494836,1.0,8.0,4.8807883577641515,2.1093271633660358,-2.0
2018-06-11,337,30,3.0,0.1,632.68,891.1,2018,11,24,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,7.0,5.0,4.714285714285714,2.4976179127511138,1.0,7.0,3.8910185978497385,2.338744446294044,4.571428571428571,2.1737697038266774,1.0,7.0,4.43421822668517,2.2604034495666148,4.8,2.1074580210160363,1.0,8.0,4.694931044360013,2.1634128573826863,1.0
2018-06-11,158,31,2.0,0.2,2724.89,3892.7,2018,11,24,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,7.0,4.142857142857143,2.340126166724877,1.0,7.0,3.668263948387304,2.0678401551627217,4.428571428571429,2.208873214813579,1.0,7.0,4.242989129793814,2.164289081114486,4.633333333333334,2.0423673439947305,1.0,8.0,4.585580654401302,2.1348898716039737,-1.0
